NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY
Visual and Performing Arts at Legacy High School Complex,Jervis B. Webb Co.,0.6218208549859482,90280,CA,South Gate,6037
Jefferson Lincoln Elementary,Centralia Municipal Landfill,0.6218495895331028,98531,WA,Centralia,53041
Rogers STEM Academy,Silresim Chemical Corp.,0.622020623016811,1852,MA,Lowell,25017
CAREER ENRICHMENT,Fruit Avenue Plume,0.6228202472452998,87102,NM,ALBUQUERQUE,35001
EARLY COLLEGE ACADEMY,Fruit Avenue Plume,0.6228202472452998,87102,NM,ALBUQUERQUE,35001
Walnut Street School,Des Moines TCE,0.622838430206001,50309,IA,Des Moines,19153
Woodrow Wilson School,Scovill Industrial Landfill,0.6238218893742286,6704,CT,Waterbury,9140
Henry J Kaiser Elementary School,Ravenswood PCE Ground Water Plume,0.6238221601517989,26164,WV,Ravenswood,54035
KINGSTON HIGH,Washington County Lead District - Old Mines,0.6239022953460011,63630,MO,CADET,29221
KINGSTON ELEM.,Washington County Lead District - Old Mines,0.6239022953460011,63630,MO,CADET,29221
KINGSTON MIDDLE,Washington County Lead District - Old Mines,0.6239022953460011,63630,MO,CADET,29221
KINGSTON PRIMARY,Washington County Lead District - Old Mines,0.6239022953460011,63630,MO,CADET,29221
HENDERSON N EL,"Many Diversified Interests, Inc.",0.6242453956699481,77020,TX,HOUSTON,48201
Wilson Middle,"N.W. Mauthe Co., Inc.",0.6247721720677223,54914,WI,Appleton,55087
MISSOURI AVE ELEMENTARY,Lea and West Second Street,0.6248205463961009,88203,NM,ROSWELL,35005
Byrd Avenue Primary School,Colonial Creosote,0.6248528042683551,70427,LA,Bogalusa,22117
Atlantic Middle School,PCE Former Dry Cleaner,0.624902854579189,50022,IA,Atlantic,19029
ANDERSON EL,Conroe Creosoting Company,0.6251913269075619,77301,TX,CONROE,48339
George Washington Academy School No. 1,Chemical Control,0.6254990842396567,7206,NJ,ELIZABETH,34039
Lincoln El Sch,"Rodale Manufacturing Co., Inc.",0.6255228586663405,18049,PA,Emmaus,42077
JEAN C FEW PRI,Hart Creosoting Company,0.6256576435280615,75951,TX,JASPER,48241
Parkview Jr High School,Indian Refinery-Texaco Lawrenceville,0.6258727836919713,62439,IL,Lawrenceville,17101
Cherry Park Elementary School of Language Immersion,Rock Hill Chemical Co.,0.627479239572567,29730,SC,Rock Hill,45091
BRUCE EL,"Many Diversified Interests, Inc.",0.6277246003617114,77020,TX,HOUSTON,48201
Roebling Elementary School,Roebling Steel Co.,0.6286402180560557,8554,NJ,ROEBLING,34005
CALEDONIA-MUMFORD ELEMENTARY SCHOOL,"Jones Chemicals, Inc.",0.628781017068928,14423,NY,CALEDONIA,36051
CALEDONIA-MUMFORD MIDDLE/HIGH SCHOOL,"Jones Chemicals, Inc.",0.6291954124388439,14423,NY,CALEDONIA,36051
Washington Elementary School,Orange Valley Regional Ground Water Contamination,0.6297163907306961,7052,NJ,W ORANGE,34013
Early Learning Center,Kerr-McGee (Residential Areas),0.6298022576303564,60185,IL,West Chicago,17043
Old Mill Elementary School,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,0.629998988697148,8750,NJ,SEA GIRT,34025
Long Prairie-Grey Eagle Elementary,Long Prairie Ground Water Contamination,0.6305691456837835,56347,MN,LONG PRAIRIE,27153
Jerome Dunn Academy No 9,Chemical Control,0.631258019905999,7206,NJ,Elizabeth,34039
Lincoln School,Universal Oil Products (Chemical Division),0.6320902173673949,7073,NJ,East Rutherford,34003
Van Ness ES,Washington Navy Yard,0.632440813281395,20003,DC,Washington,11001
LOOSCAN EL,South Cavalcade Street,0.6324816693097218,77009,TX,HOUSTON,48201
Waynesboro Elementary,Mallory Capacitor Co.,0.6327785900356655,38485,TN,Waynesboro,47181
MOREAU ELEMENTARY SCHOOL,GE Moreau,0.6328488623165741,12803,NY,SOUTH GLENS FALLS,36091
John Avery Parker,New Bedford Site,0.6329084558622053,2740,MA,New Bedford,25005
Stockton High,McCormick & Baxter Creosoting Co.,0.6333949237627234,95202,CA,Stockton,6077
Step Up Virtual,"Chemical Commodities, Inc.",0.6334554832662296,66061,KS,Olathe,20091
Iola Middle School,Former United Zinc & Associated Smelters,0.6336980366950937,66749,KS,Iola,20001
Kings Mills Elementary School,Peters Cartridge Factory,0.6339956040592459,45034,OH,Kings Mills,39165
Pence Elementary,Fairfield Coal Gasification Plant,0.6340552769260317,52556,IA,Fairfield,19101
Alfred S. Faust Middle School,Universal Oil Products (Chemical Division),0.6341059338151547,7073,NJ,East Rutherford,34003
Lake Marie Elementary,"Waste Disposal, Inc.",0.6346472880611085,90605,CA,Whittier,6037
La Puente High,San Gabriel Valley (Area 4),0.6353513780354884,91744,CA,La Puente,6037
Woodrow Wilson School  #5,"Curcio Scrap Metal, Inc.",0.6354252246975983,7026,NJ,GARFIELD,34003
Aberdeen Elementary,Aberdeen Pesticide Dumps,0.6367282616725813,28315,NC,Aberdeen,37125
Jackson High School,Michner Plating - Mechanic Street,0.6367518779176284,49201,MI,JACKSON,26075
Morton Senior High School,MIDCO I,0.6372314382286782,46323,IN,Hammond,18089
PALM BAY ACADEMY CHARTER SCHOOL,Harris Corp. (Palm Bay Plant),0.6379632042793524,32905,FL,PALM BAY,12009
Delsea Regional High School,Pioneer Metal Finishing Inc,0.6380583277037101,8322,NJ,FRANKLINVILLE,34015
WESTCHASE NEIGHBORHOOD SCHOOL,Crystal Chemical Co.,0.638277176342115,77042,TX,HOUSTON,48201
Monte Vista Elementary,San Gabriel Valley (Area 2),0.6384795327385265,91790,CA,West Covina,6037
Milford Middle School,Fletcher's Paint Works & Storage,0.6392201312198379,3055,NH,Milford,33011
Southwest Middle,Davis Park Road TCE,0.6394647482331476,28052,NC,Gastonia,37071
Pleasantville High School,Price Landfill,0.6396262705378771,8232,NJ,PLEASANTVILLE,34001
Jackson Middle School,Vienna Tetrachloroethene,0.6399200957081806,26105,WV,Vienna,54107
LOCUST SCHOOL,Old Roosevelt Field Contaminated Ground Water Area,0.639991962673993,11530,NY,GARDEN CITY,36059
Anderson Elementary School,North Bronson Industrial Area,0.6401727283502192,49028,MI,BRONSON,26023
ITECH@THOMAS A EDISON EDUCATIONAL CENTER,Continental Cleaners,0.6406812022430116,33127,FL,MIAMI,12086
Martin Luther King Jr. Elementary,AMCO Chemical,0.6408500743438266,94607,CA,Oakland,6001
ORCHARD VILLA ELEMENTARY SCHOOL,Continental Cleaners,0.6409642153508326,33142,FL,MIAMI,12086
Early Learning Center,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.6413045976890758,60185,IL,West Chicago,17043
Howard Connect Academy,Southside Chattanooga Lead,0.6413905818859357,37408,TN,Chattanooga,47065
BETZ ELEMENTARY SCHOOL,PCE - Carriage Cleaners,0.6415528099926846,68005,NE,BELLEVUE,31153
Waipahu High School,Pearl Harbor Naval Complex,0.6416508985944693,96797,HI,Waipahu,15003
Mann (Horace) Elementary,Orange County North Basin,0.6420453728457058,92801,CA,Anaheim,6059
Phantom Knight School of Opportunity,Better Brite Plating Chrome & Zinc Shops,0.6423959849185877,54115,WI,De Pere,55009
DILLARD 6-12,Wingate Road Municipal Incinerator Dump,0.6426013767999866,33311,FL,FORT LAUDERDALE,12011
Aspire Firestone Academy Charter,Cooper Drum Company,0.6426162732773132,90280,CA,South Gate,6037
Aspire Gateway Academy Charter,Cooper Drum Company,0.6426162732773132,90280,CA,South Gate,6037
Columbus Middle School,Mouat Industries,0.6430633740194105,59019,MT,Columbus,30095
CUSHING UPPER ES,Hudson Refinery,0.6435907188717112,74023,OK,Cushing,40119
UNION-ENDICOTT HIGH SCHOOL,Vestal Water Supply Well 1-1,0.6437167032221544,13760,NY,ENDICOTT,36007
Rock Creek Elementary School,Old Mill,0.6442928456297117,44084,OH,Rock Creek,39007
Indian Crest MS,North Penn - Area 1,0.6446704643278147,18964,PA,Souderton,42091
Hope Community Charter School,"Martin Aaron, Inc.",0.6461438103824446,8103,NJ,Camden,34007
Wilson Elementary School,Estech General Chemical Company,0.6469975325653474,60409,IL,Calumet City,17031
Gier Park School,"Motor Wheel, Inc.",0.647073833407179,48906,MI,LANSING,26065
Hawkins Street School,Diamond Alkali Co.,0.6478910472618257,7105,NJ,NEWARK,34013
Central Middle School,Dover Gas Light Co.,0.6479888671686062,19901,DE,Dover,10001
Sheboygan Leadership Academy,Sheboygan Harbor & River,0.6482286691466453,53081,WI,Sheboygan,55117
PS 196 TEN EYCK,Newtown Creek,0.6485707641887508,11206,NY,BROOKLYN,36047
MS 582,Newtown Creek,0.6485707641887508,11206,NY,BROOKLYN,36047
CENTRAL ISLIP SENIOR HIGH SCHOOL,"MacKenzie Chemical Works, Inc.",0.648746323561961,11722,NY,CENTRAL ISLIP,36103
Foundations Academy,Mather Air Force Base,0.6489457094774125,95655,CA,Mather,6067
Sacramento County ROP,Mather Air Force Base,0.6489457094774125,95826,CA,Sacramento,6067
Atlantic High School,PCE Former Dry Cleaner,0.6493225479434948,50022,IA,Atlantic,19029
Dayton Elementary School,Carson River Mercury Site,0.6494372146242483,89403,NV,Dayton,32019
Thomas Jefferson Middle School,Rockaway Borough Well Field,0.65101619566691,7866,NJ,ROCKAWAY,34027
W H BURNETT EL,Van der Horst USA Corporation,0.6513543925039564,75160,TX,TERRELL,48257
VIOLETA REYES PEREZ,Cidra Ground Water Contamination,0.6513777615443709,739,PR,CIDRA,72041
PALM BAY ELEMENTARY SCHOOL,Harris Corp. (Palm Bay Plant),0.6518419324107764,32905,FL,PALM BAY,12009
Ellis Elementary,Westinghouse Electric Corp. (Sunnyvale Plant),0.6520788430876575,94086,CA,Sunnyvale,6085
Aspire Gateway Academy Charter,Jervis B. Webb Co.,0.6521400455533817,90280,CA,South Gate,6037
Aspire Firestone Academy Charter,Jervis B. Webb Co.,0.6521400455533817,90280,CA,South Gate,6037
PERHAM AREA LEARNING CENTER,Perham Arsenic Site,0.652228742055229,56573,MN,PERHAM,27111
PERHAM SENIOR HIGH,Perham Arsenic Site,0.652228742055229,56573,MN,PERHAM,27111
LADISLAO MARTINEZ,Vega Alta Public Supply Wells,0.6524146826184285,692,PR,VEGA ALTA,72143
HEWLETT ELEMENTARY SCHOOL,Peninsula Boulevard Ground Water Plume,0.6531014673885351,11557,NY,HEWLETT,36059
Liberty High School,PJP Landfill,0.6531692981835151,7306,NJ,JERSEY CITY,34017
Luther Burbank Middle,San Fernando Valley (Area 1),0.6534386773791784,91505,CA,Burbank,6037
Takoda Prep Extended,South Minneapolis Residential Soil Contamination,0.6539747031538928,55404,MN,MINNEAPOLIS,27053
Takoda Prep,South Minneapolis Residential Soil Contamination,0.6539747031538928,55404,MN,MINNEAPOLIS,27053
MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,"Many Diversified Interests, Inc.",0.6545130664262626,77020,TX,HOUSTON,48201
Barron Park Elementary,Hewlett-Packard (620-640 Page Mill Road),0.6545707829326377,94306,CA,Palo Alto,6085
GLENWOOD LANDING ELEMENTARY SCHOOL,Applied Environmental Services,0.6556258792599992,11545,NY,GLEN HEAD,36059
Maria Varisco Rogers Charter School,Riverside Industrial Park,0.6558621354437685,7104,NJ,NEWARK,34013
PS 29 JOHN M HARRIGAN,Gowanus Canal,0.6562911806667268,11201,NY,BROOKLYN,36047
Richman Elementary,Orange County North Basin,0.6563976026562669,92832,CA,Fullerton,6059
SEWANHAKA HIGH SCHOOL,Genzale Plating Co.,0.6566941269540231,11001,NY,FLORAL PARK,36059
Ketcham ES,Washington Navy Yard,0.6573687694295278,20020,DC,Washington,11001
ST. LOUIS PARK SPECIAL ED. PROGRAM,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.6577851174982102,55416,MN,SAINT LOUIS PARK,27053
Heywood Elementary School,West Troy Contaminated Aquifer,0.6580030760664514,45373,OH,Troy,39109
Frankie Woods McCullough Academy,Lake Sandy Jo (M&M Landfill),0.6582676837963205,46407,IN,Gary,18089
St Louis High School,Velsicol Chemical Corp.(Michigan),0.658815053396661,48880,MI,SAINT LOUIS,26057
Booker T. Washington Elementary School,Dover Gas Light Co.,0.6589361792221066,19904,DE,Dover,10001
ALTERNATIVES FOR SUCCESS SCH,Iowa-Nebraska Light & Power Co,0.6590302038887698,68701,NE,NORFOLK,31119
El Dorado High,Pester Refinery Co.,0.6598216124105714,67042,KS,El Dorado,20015
SASD 4K,Stoughton City Landfill,0.6605027971270493,53589,WI,Stoughton,55025
Edison Middle School,U.S. Radium Corp.,0.6607474073911987,7052,NJ,W ORANGE,34013
Read (George) Middle School,East Basin Road Groundwater,0.6611141666523211,19720,DE,New Castle,10003
J N ERVIN EL,"Lane Plating Works, Inc.",0.6613749041115918,75241,TX,DALLAS,48113
CROSSROADS ELEMENTARY SCHOOL,"Chemfax, Inc.",0.6619171825902243,39503,MS,Gulfport,28047
Shoreline Elementary School,Muskegon Chemical Co.,0.6620339489108185,49461,MI,WHITEHALL,26121
Bracher Elementary,Intel Magnetics,0.6620951589264693,95051,CA,Santa Clara,6085
HOWARD W. BISHOP MIDDLE SCHOOL,Cabot/Koppers,0.6627328774082476,32609,FL,GAINESVILLE,12001
John Ball Park Zoo School,Butterworth #2 Landfill,0.6628402670035413,49504,MI,GRAND RAPIDS,26081
John R. Wooden Middle School,Pike and Mulberry Streets PCE Plume,0.6631190586278634,46151,IN,Martinsville,18109
Beyer Early Childhood Center,"Interstate Pollution Control, Inc.",0.663236024337411,61104,IL,Rockford,17201
Roosevelt K-8 School,Lower Neponset River,0.6632619170021042,2136,MA,Hyde Park,25025
Cedar Fork Elementary,"Koppers Co., Inc. (Morrisville Plant)",0.6632969146414924,27560,NC,Morrisville,37183
East Orange Community Charter School,U.S. Radium Corp.,0.6635459389926945,7017,NJ,EAST ORANGE,34013
Wyeka Vista Community Day School,J.H. Baxter & Co.,0.6637254809208618,96094,CA,Weed,6093
Waynesville Middle,"Benfield Industries, Inc.",0.6645828067958545,28786,NC,Waynesville,37087
Johnnie L. Cochran Jr. Academy,Orange Valley Regional Ground Water Contamination,0.6645873309642263,7017,NJ,EAST ORANGE,34013
Robert Treat Academy Charter School,Riverside Industrial Park,0.6649391085607308,7104,NJ,NEWARK,34013
TC Holbrook Elementary School,"Parsons Chemical Works, Inc.",0.6650215100535831,48837,MI,GRAND LEDGE,26045
The Dalles Middle School,Union Pacific Railroad Co. Tie-Treating Plant,0.6651602497917888,97058,OR,The Dalles,41065
South Dover Elementary School,Dover Gas Light Co.,0.6653581857847702,19901,DE,Dover,10001
Richey Elementary School,"E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)",0.6654596098891145,19804,DE,Wilmington,10003
NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,Hollingsworth Solderless Terminal,0.6654934366204744,33334,FL,OAKLAND PARK,12011
Columbus High School,Mouat Industries,0.6657389864654176,59019,MT,Columbus,30095
WOODWARD PARKWAY ELEMENTARY SCHOOL,Liberty Industrial Finishing,0.6662165904490708,11735,NY,FARMINGDALE,36059
AUREA E. QUILES CLAUDIO,Ochoa Fertilizer Co,0.6669229056069573,653,PR,GUANICA,72055
Channing Elementary School,Lower Neponset River,0.6670150504271599,2136,MA,Hyde Park,25025
Jackson Pathways,Michner Plating - Mechanic Street,0.6671334971168983,49201,MI,JACKSON,26075
Dorothy Hains Elementary School,Peach Orchard Road PCE Ground Water Plume,0.6678169888270492,30906,GA,Augusta,13245
AMY BIEHL CHARTER HIGH SCHOOL,Fruit Avenue Plume,0.6682279178614479,87102,NM,ALBUQUERQUE,35001
Parsons Elementary School,DSC McLouth Steel Gibraltar Plant,0.6688243643992785,48173,MI,ROCKWOOD,26163
W E HOOVER EL,Sandy Beach Road Ground Water Plume,0.6691808822784132,76020,TX,AZLE,48439
Roosevelt High School,McCormick & Baxter Creosoting Co. (Portland Plant),0.6694269773807026,97203,OR,Portland,41051
CARMEN ARZUAGA DE RIVERA,Juncos Landfill,0.6695854648569811,777,PR,JUNCOS,72077
Lincoln Elementary,United Heckathorn Co.,0.6697370573562513,94801,CA,Richmond,6013
Santa Clara Community Day,Intersil Inc./Siemens Components,0.6698602247997087,95051,CA,Santa Clara,6085
Camden Prep Inc.,"Martin Aaron, Inc.",0.6705558903964216,8104,NJ,Camden,34007
North Wales El Sch,North Penn - Area 7,0.6709657342970825,19454,PA,North Wales,42091
Maude Trevvett Elementary,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.6712130799212909,23228,VA,Richmond,51087
Somersworth Middle School,Somersworth Sanitary Landfill,0.6714568898354308,3878,NH,Somersworth,33017
Pioneer Elementary,Frontier Fertilizer,0.6719861453252434,95616,CA,Davis,6113
ANTONIO VELEZ ALVARADO,Pesticide Warehouse III,0.6719954668538323,674,PR,MANATI,72091
DESIGN WORKS,Gowanus Canal,0.672043111404286,11201,NY,BROOKLYN,36047
Newark School of Fashion & Design,Riverside Industrial Park,0.6720481737828462,7104,NJ,Newark,34013
MS 51 WILLIAM ALEXANDER,Gowanus Canal,0.6721524643093724,11215,NY,BROOKLYN,36047
Caroline L. Reutter School,Pioneer Metal Finishing Inc,0.672540267398236,8322,NJ,FRANKLINVILLE,34015
ALL CITY LEADERSHIP SECONDARY SCHOOL,Wolff-Alport Chemical Company,0.6729173908441543,11237,NY,BROOKLYN,36047
Kearny High School,Riverside Industrial Park,0.6730230426489545,7032,NJ,KEARNY,34017
Sierra High,Pacific Coast Pipe Lines,0.6737492453665236,93015,CA,Fillmore,6111
Seven Generations CS,"Rodale Manufacturing Co., Inc.",0.6739565283861886,18049,PA,Emmaus,42077
BRIGHTVIEW PREPARATORY ACADEMY,Miami Drum Services,0.6740334172912517,33010,FL,HIALEAH,12086
Hohokam Elementary School,Indian Bend Wash Area,0.6741555029264557,85257,AZ,SCOTTSDALE,4013
Denver Center for International Studies,Denver Radium Site,0.6744773721721106,80204,CO,DENVER,8031
William Pittaway Elementary,Nyanza Chemical Waste Dump,0.6746812507597776,1721,MA,Ashland,25017
Somersworth High School,Somersworth Sanitary Landfill,0.6747116530470528,3878,NH,Somersworth,33017
Woods Cross School,Five Points PCE Plume,0.6756108728066806,84087,UT,WOODS CROSS,49011
Joyce Kilmer School,Fried Industries,0.6756780782258683,8850,NJ,Milltown,34023
Dawson-Bryant Middle School,Allied Chemical & Ironton Coke,0.6759598019218505,45638,OH,Coal Grove,39087
Dawson-Bryant High School,Allied Chemical & Ironton Coke,0.6759598019218505,45638,OH,Coal Grove,39087
Central Columbia SHS,Safety Light Corporation,0.675970208507323,17815,PA,Bloomsburg,42037
BANG EL,Jones Road Ground Water Plume,0.6769076228789472,77064,TX,HOUSTON,48201
ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,Wolff-Alport Chemical Company,0.6771988503783702,11221,NY,BROOKLYN,36047
PS 377 ALEJANDRINA B DE GAUTIER,Wolff-Alport Chemical Company,0.6771988503783702,11221,NY,BROOKLYN,36047
Oakland High School,"Commencement Bay, South Tacoma Channel",0.6772939944338615,98409,WA,Tacoma,53053
PETRA CORRETJER DE O'NEILL,Pesticide Warehouse III,0.6775888820812623,674,PR,MANATI,72091
LORAH PARK ELEMENTARY SCHOOL,Airco Plating Co.,0.6778746274759653,33142,FL,MIAMI,12086
Etude High,Sheboygan Harbor & River,0.6784025572659999,53081,WI,Sheboygan,55117
EUGENE FIELD ELEMENTARY,Fruit Avenue Plume,0.6785088698094395,87102,NM,ALBUQUERQUE,35001
SCCP Images,General Electric Co. (Spokane Shop),0.6787991892527411,99217,WA,Spokane,53063
Escondido Elementary,Hewlett-Packard (620-640 Page Mill Road),0.6793471692007265,94305,CA,Stanford,6085
Emmaus HS,"Rodale Manufacturing Co., Inc.",0.6799335230740472,18049,PA,Emmaus,42077
JESSE KEEN ELEMENTARY SCHOOL,Landia Chemical Company,0.6805179016695112,33815,FL,LAKELAND,12105
Bryant Elementary,Alark Hard Chrome,0.6805706111788753,92501,CA,Riverside,6065
LEE AVENUE SCHOOL,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,0.6808072742688178,11801,NY,HICKSVILLE,36059
Fillmore Senior High,Pacific Coast Pipe Lines,0.6809490112666251,93015,CA,Fillmore,6111
Highlander Way Middle School,Shiawassee River,0.6811829270946941,48843,MI,HOWELL,26093
Mountain View Elementary,Kim-Stan Landfill,0.6816201488868469,24426,VA,Covington,51005
COVERT AVENUE SCHOOL,Genzale Plating Co.,0.6817371099911919,11003,NY,ELMONT,36059
PAUL LAURENCE DUNBAR EARLY EDUCATION CENTER,"Koppers Co., Inc. (Texarkana Plant)",0.6822667215117757,75501,TX,TEXARKANA,48037
Maxwell Academy (PK-8),San Gabriel Valley (Area 1),0.6824476691300396,91010,CA,Duarte,6037
Woodland Elementary School,Himco Dump,0.6832633268669552,46514,IN,Elkhart,18039
Coginchaug Regional High School,Durham Meadows,0.6833385756615692,6422,CT,Durham,9130
Naval Avenue Elementary School,Bremerton Gasworks,0.683389637466602,98312,WA,Bremerton,53035
W. C. Sullivan Middle,Rock Hill Chemical Co.,0.6836158452317023,29730,SC,Rock Hill,45091
Little Fort Elem School,Yeoman Creek Landfill,0.6839833910574552,60087,IL,Waukegan,17097
Parkside Elementary School,Indian Refinery-Texaco Lawrenceville,0.6847873307527711,62439,IL,Lawrenceville,17101
